id,text,added_datetime,yes_no,image_coordinates,image_url,original_id,page_number,parser_version,model_version,manual_override
303204,mixed paper,2020-11-16 15:26:26.167,yes,NULL,NULL,NULL,NULL,0.1.0,0.1.0,text
303205,junk mail,2020-11-16 15:26:26.167,yes,NULL,NULL,NULL,NULL,0.1.0,0.1.0,text
303206,magazines,2020-11-16 15:26:26.167,yes,NULL,NULL,NULL,NULL,0.1.0,0.1.0,text
303207,"recyclable plastic & 
 :
 , , color printed
 material",2020-11-16 15:26:26.167,yes,NULL,NULL,NULL,NULL,0.1.0,0.1.0,text
303208,Glass:  clear,2020-11-16 15:26:26.460,yes,NULL,NULL,NULL,NULL,0.1.0,0.1.0,text
303209,plastic containers,2020-11-16 15:26:26.460,yes,NULL,NULL,NULL,NULL,0.1.0,0.1.0,text
303210,cardboard:,2020-11-16 15:26:26.460,yes,NULL,NULL,NULL,NULL,0.1.0,0.1.0,text
303211,"paper bag, etc.",2020-11-16 15:26:26.460,yes,NULL,NULL,NULL,NULL,0.1.0,0.1.0,text
303212,newspapers,2020-11-16 15:26:26.460,yes,NULL,NULL,NULL,NULL,0.1.0,0.1.0,text
303213,magazines,2020-11-16 15:26:26.460,yes,NULL,NULL,NULL,NULL,0.1.0,0.1.0,text
303214,"& colored mixed 
cans:  
paper:  , stationery tied or in a",2020-11-16 15:26:26.460,yes,NULL,NULL,NULL,NULL,0.1.0,0.1.0,text
349940,No text - category selected manually,2020-11-17 09:54:46.363,yes,NULL,NULL,NULL,NULL,0.1.1,0.1.0,checkbox
349941,No text - category selected manually,2020-11-17 09:54:46.363,yes,NULL,NULL,NULL,NULL,0.1.1,0.1.0,checkbox
349942,No text - category selected manually,2020-11-17 09:54:46.363,yes,NULL,NULL,NULL,NULL,0.1.1,0.1.0,checkbox
350248,No text - category selected manually,2020-11-17 09:54:56.397,yes,NULL,NULL,NULL,NULL,0.1.1,0.1.0,checkbox
301877,"bottles, jars",2020-11-16 15:25:34.207,yes,NULL,NULL,NULL,NULL,0.1.0,0.1.0,text
301878,"plastic bottles, tubs, and jugs (rinsed)",2020-11-16 15:25:34.207,yes,NULL,NULL,NULL,NULL,0.1.0,0.1.0,text
301879,cardboard (non-waxed),2020-11-16 15:25:34.207,yes,NULL,NULL,NULL,NULL,0.1.0,0.1.0,text
301960,magazines,2020-11-16 15:25:37.367,yes,NULL,NULL,NULL,NULL,0.1.0,0.1.0,text
350737,No text - category selected manually,2020-11-17 09:55:17.397,yes,NULL,NULL,NULL,NULL,0.1.1,0.1.0,checkbox
350738,No text - category selected manually,2020-11-17 09:55:17.397,yes,NULL,NULL,NULL,NULL,0.1.1,0.1.0,checkbox
301961,catalogs,2020-11-16 15:25:37.367,yes,NULL,NULL,NULL,NULL,0.1.0,0.1.0,text
301962,"paper &
    containers
    white and pastel 
    
    
    
    corrugated (flattened)
     and 
    
     (boxes from cereal, shoes, etc)
    clean 
    
    
    
    clean, balled  2” or larger
    aluminum",2020-11-16 15:25:37.367,yes,NULL,NULL,NULL,NULL,0.1.0,0.1.0,text
301963,Aluminum CansSteel Cans,2020-11-16 15:25:37.913,yes,NULL,NULL,NULL,NULL,0.1.0,0.1.0,text
301964,aluminum foil (clean),2020-11-16 15:25:37.913,yes,NULL,NULL,NULL,NULL,0.1.0,0.1.0,text
301965,glass bottles & jars,2020-11-16 15:25:37.913,yes,NULL,NULL,NULL,NULL,0.1.0,0.1.0,text
301966,aseptic containers,2020-11-16 15:25:37.913,yes,NULL,NULL,NULL,NULL,0.1.0,0.1.0,text
301967,plasticcontainers labeled 1-7,2020-11-16 15:25:37.913,yes,NULL,NULL,NULL,NULL,0.1.0,0.1.0,text
301968,cardboard,2020-11-16 15:25:37.913,yes,NULL,NULL,NULL,NULL,0.1.0,0.1.0,text
301969,phone books,2020-11-16 15:25:37.913,yes,NULL,NULL,NULL,NULL,0.1.0,0.1.0,text
301970,newspaper,2020-11-16 15:25:37.913,yes,NULL,NULL,NULL,NULL,0.1.0,0.1.0,text
301971,mixed paper,2020-11-16 15:25:37.913,yes,NULL,NULL,NULL,NULL,0.1.0,0.1.0,text
304906,phone books,2020-11-16 15:27:32.903,yes,NULL,NULL,NULL,NULL,0.1.0,0.1.0,text
304907,envelopes,2020-11-16 15:27:32.903,yes,NULL,NULL,NULL,NULL,0.1.0,0.1.0,text
304908,inserts,2020-11-16 15:27:32.903,yes,NULL,NULL,NULL,NULL,0.1.0,0.1.0,text
304909,"includes .  non-corrugated boxes (soft-drink, cereal, gift boxes), paper towel rolls, manila ,  & packing . 
includes white and yellow.",2020-11-16 15:27:32.903,yes,NULL,NULL,NULL,NULL,0.1.0,0.1.0,text
304910,No text - category selected manually,2020-11-16 15:27:32.903,yes,NULL,NULL,NULL,NULL,0.1.0,0.1.0,checkbox
304911,No text - category selected manually,2020-11-16 15:27:32.903,yes,NULL,NULL,NULL,NULL,0.1.0,0.1.0,checkbox
304912,No text - category selected manually,2020-11-16 15:27:32.903,yes,NULL,NULL,NULL,NULL,0.1.0,0.1.0,checkbox
304913,No text - category selected manually,2020-11-16 15:27:32.903,yes,NULL,NULL,NULL,NULL,0.1.0,0.1.0,checkbox
304914,No text - category selected manually,2020-11-16 15:27:32.903,yes,NULL,NULL,NULL,NULL,0.1.0,0.1.0,checkbox
304915,No text - category selected manually,2020-11-16 15:27:32.903,yes,NULL,NULL,NULL,NULL,0.1.0,0.1.0,checkbox
304916,No text - category selected manually,2020-11-16 15:27:32.903,yes,NULL,NULL,NULL,NULL,0.1.0,0.1.0,checkbox
304917,No text - category selected manually,2020-11-16 15:27:32.903,yes,NULL,NULL,NULL,NULL,0.1.0,0.1.0,checkbox
304918,No text - category selected manually,2020-11-16 15:27:32.903,yes,NULL,NULL,NULL,NULL,0.1.0,0.1.0,checkbox
304919,No text - category selected manually,2020-11-16 15:27:32.903,yes,NULL,NULL,NULL,NULL,0.1.0,0.1.0,checkbox
304920,No text - category selected manually,2020-11-16 15:27:32.903,yes,NULL,NULL,NULL,NULL,0.1.0,0.1.0,checkbox
303321,office paper,2020-11-16 15:26:31.093,yes,NULL,NULL,NULL,NULL,0.1.0,0.1.0,text
303322,magazines,2020-11-16 15:26:31.093,yes,NULL,NULL,NULL,NULL,0.1.0,0.1.0,text
303323,"paper
food boxes
milk, juice & soup cartons

books & 
mail & 
plastic

dairy containers & attached lids
household 
produce, bakery & deli containers
metal &",2020-11-16 15:26:31.093,yes,NULL,NULL,NULL,NULL,0.1.0,0.1.0,text
303324,steel and aluminum food & beverage cans,2020-11-16 15:26:31.643,yes,NULL,NULL,NULL,NULL,0.1.0,0.1.0,text
303325,glass bottles,2020-11-16 15:26:31.643,yes,NULL,NULL,NULL,NULL,0.1.0,0.1.0,text
303326,juice cartons and milk cartons,2020-11-16 15:26:31.643,yes,NULL,NULL,NULL,NULL,0.1.0,0.1.0,text
351488,No text - category selected manually,2020-11-17 09:55:51.327,yes,NULL,NULL,NULL,NULL,0.1.1,0.1.0,checkbox
351489,No text - category selected manually,2020-11-17 09:55:51.327,yes,NULL,NULL,NULL,NULL,0.1.1,0.1.0,checkbox
351490,No text - category selected manually,2020-11-17 09:55:51.327,yes,NULL,NULL,NULL,NULL,0.1.1,0.1.0,checkbox
351491,No text - category selected manually,2020-11-17 09:55:51.327,yes,NULL,NULL,NULL,NULL,0.1.1,0.1.0,checkbox
351492,No text - category selected manually,2020-11-17 09:55:51.327,yes,NULL,NULL,NULL,NULL,0.1.1,0.1.0,checkbox
281032,"plastics labeled 1 – 7
• bottles & jars
• tubs & trays",2020-11-09 14:05:57.033,yes,NULL,NULL,NULL,NULL,0.1.0,0.1.0,text
281033,"paper products
• aseptic boxes (juice, soup & soy milk)
• dairy cartons
• , & 
•  & paper boxes
(large or multiple pieces should be flattened and/or cut)
• ,
• 
• 


• please remove lids and caps and recycle

aluminum & metal
• 
• 
•  (empty & dry only)
• pots & pans
• scrap pieces (up to 30 pounds per item)",2020-11-09 14:05:57.033,yes,NULL,NULL,NULL,NULL,0.1.0,0.1.0,text
281034,"No Plastic Bags
No Film Plastic
No Styrofoam
No Pressurized Tanks",2020-11-09 14:05:57.080,no,NULL,NULL,NULL,NULL,0.1.0,0.1.0,text
281035,Aerosol cans (completely empty),2020-11-09 14:05:57.947,yes,NULL,NULL,NULL,NULL,0.1.0,0.1.0,text
300354,magazines,2020-11-16 15:24:26.687,yes,NULL,NULL,NULL,NULL,0.1.0,0.1.0,text
300355,catalogs,2020-11-16 15:24:26.687,yes,NULL,NULL,NULL,NULL,0.1.0,0.1.0,text
352209,No text - category selected manually,2020-11-17 09:56:23.947,yes,NULL,NULL,NULL,NULL,0.1.1,0.1.0,checkbox
352210,No text - category selected manually,2020-11-17 09:56:23.947,yes,NULL,NULL,NULL,NULL,0.1.1,0.1.0,checkbox
352211,No text - category selected manually,2020-11-17 09:56:23.947,yes,NULL,NULL,NULL,NULL,0.1.1,0.1.0,checkbox
300356,inserts,2020-11-16 15:24:26.687,yes,NULL,NULL,NULL,NULL,0.1.0,0.1.0,text
300357,"water bottles
milk jugs
detergent containers
 including  and 
 and food/


“”


, 
clean 
clean aluminum",2020-11-16 15:24:26.687,yes,NULL,NULL,NULL,NULL,0.1.0,0.1.0,text
300358,Clean aluminum and steel cans,2020-11-16 15:24:26.743,yes,NULL,NULL,NULL,NULL,0.1.0,0.1.0,text
300359,No text - category selected manually,2020-11-16 15:24:26.743,yes,NULL,NULL,NULL,NULL,0.1.0,0.1.0,checkbox
300360,No text - category selected manually,2020-11-16 15:24:26.743,yes,NULL,NULL,NULL,NULL,0.1.0,0.1.0,checkbox
300361,No text - category selected manually,2020-11-16 15:24:26.743,yes,NULL,NULL,NULL,NULL,0.1.0,0.1.0,checkbox
300362,No text - category selected manually,2020-11-16 15:24:26.743,yes,NULL,NULL,NULL,NULL,0.1.0,0.1.0,checkbox
300363,No text - category selected manually,2020-11-16 15:24:26.743,yes,NULL,NULL,NULL,NULL,0.1.0,0.1.0,checkbox
300364,No text - category selected manually,2020-11-16 15:24:26.743,yes,NULL,NULL,NULL,NULL,0.1.0,0.1.0,checkbox
300365,No text - category selected manually,2020-11-16 15:24:26.743,yes,NULL,NULL,NULL,NULL,0.1.0,0.1.0,checkbox
300366,No text - category selected manually,2020-11-16 15:24:26.743,yes,NULL,NULL,NULL,NULL,0.1.0,0.1.0,checkbox
300367,No text - category selected manually,2020-11-16 15:24:26.743,yes,NULL,NULL,NULL,NULL,0.1.0,0.1.0,checkbox
300368,No text - category selected manually,2020-11-16 15:24:26.743,yes,NULL,NULL,NULL,NULL,0.1.0,0.1.0,checkbox
300369,No text - category selected manually,2020-11-16 15:24:26.743,yes,NULL,NULL,NULL,NULL,0.1.0,0.1.0,checkbox
300370,No text - category selected manually,2020-11-16 15:24:26.743,yes,NULL,NULL,NULL,NULL,0.1.0,0.1.0,checkbox
300371,No text - category selected manually,2020-11-16 15:24:26.743,yes,NULL,NULL,NULL,NULL,0.1.0,0.1.0,checkbox
300372,No text - category selected manually,2020-11-16 15:24:26.743,yes,NULL,NULL,NULL,NULL,0.1.0,0.1.0,checkbox
300373,"aluminum cans, tin cans",2020-11-16 15:24:27.383,yes,NULL,NULL,NULL,NULL,0.1.0,0.1.0,text
300374,pie pans,2020-11-16 15:24:27.383,yes,NULL,NULL,NULL,NULL,0.1.0,0.1.0,text
302149,magazines,2020-11-16 15:25:45.870,yes,NULL,NULL,NULL,NULL,0.1.0,0.1.0,text
302150,"paper
	

pizza box

 

 stack
	

s


food cartons
beverage cartons
 glass 	 empty  	

metal can and bottle lids



 & lids
plastic one-use cups",2020-11-16 15:25:45.870,yes,NULL,NULL,NULL,NULL,0.1.0,0.1.0,text
302151,"Metal Cans Steel, tin & aluminum soda, vegetable, fruit & tuna cans",2020-11-16 15:25:46.250,yes,NULL,NULL,NULL,NULL,0.1.0,0.1.0,text
302152,glass bottles & jar,2020-11-16 15:25:46.250,yes,NULL,NULL,NULL,NULL,0.1.0,0.1.0,text
302153,plastic bottles & containers,2020-11-16 15:25:46.250,yes,NULL,NULL,NULL,NULL,0.1.0,0.1.0,text
302154,flattened cardboard & paperboard,2020-11-16 15:25:46.250,yes,NULL,NULL,NULL,NULL,0.1.0,0.1.0,text
302155,brown paper bags,2020-11-16 15:25:46.250,yes,NULL,NULL,NULL,NULL,0.1.0,0.1.0,text
302156,newspaper,2020-11-16 15:25:46.250,yes,NULL,NULL,NULL,NULL,0.1.0,0.1.0,text
302157,office paper,2020-11-16 15:25:46.250,yes,NULL,NULL,NULL,NULL,0.1.0,0.1.0,text
302158,magazines,2020-11-16 15:25:46.250,yes,NULL,NULL,NULL,NULL,0.1.0,0.1.0,text
302159,"paper  non-confidential ",2020-11-16 15:25:46.250,yes,NULL,NULL,NULL,NULL,0.1.0,0.1.0,text
305040,magazines,2020-11-16 15:27:37.990,yes,NULL,NULL,NULL,NULL,0.1.0,0.1.0,text
305041,catalogs,2020-11-16 15:27:37.990,yes,NULL,NULL,NULL,NULL,0.1.0,0.1.0,text
305042,"paper products:  , ,  printer paper, copier paper, mail and all other  without wax liners: packing boxes, , gift boxes and . flatten boxes before placing in your cart
cans: ; aluminum bottles are also accepted
cartons: aseptic poly-coated drink boxes",2020-11-16 15:27:37.990,yes,NULL,NULL,NULL,NULL,0.1.0,0.1.0,text
305043,"aluminum, plastic containers",2020-11-16 15:27:38.157,yes,NULL,NULL,NULL,NULL,0.1.0,0.1.0,text
305044,cardboard,2020-11-16 15:27:38.157,yes,NULL,NULL,NULL,NULL,0.1.0,0.1.0,text
305045,"newspapers, and",2020-11-16 15:27:38.157,yes,NULL,NULL,NULL,NULL,0.1.0,0.1.0,text
305046,,2020-11-16 15:27:38.157,yes,NULL,NULL,NULL,NULL,0.1.0,0.1.0,text
305047,Plastic: bottles,2020-11-16 15:27:38.583,yes,NULL,NULL,NULL,NULL,0.1.0,0.1.0,text
