id,text,added_datetime,yes_no,image_coordinates,image_url,original_id,page_number,parser_version,model_version,manual_override,token_count,clean_text,tokens
300716,"all
 including 
 and 



 and 
 pots and toys

 after rinsing out

paper",2020-11-16 15:24:43.107,yes,,,,,0.1.0,0.1.0,text,5.0,"['all', ' including ', ' and ', ' and ', ' pots and toys', ' after rinsing out', 'paper']","['including', 'pots', 'toys', 'rinsing', 'paper']"
300717,Tin and Aluminum Cans,2020-11-16 15:24:43.573,yes,,,,,0.1.0,0.1.0,text,3.0,['tin and aluminum cans'],"['tin', 'aluminum', 'cans']"
300718,plastics with #1 through #7,2020-11-16 15:24:43.573,yes,,,,,0.1.0,0.1.0,text,1.0,['plastics with    through   '],['plastics']
300719,shredded paper,2020-11-16 15:24:43.573,yes,,,,,0.1.0,0.1.0,text,2.0,['shredded paper'],"['shredded', 'paper']"
300720,cardboard,2020-11-16 15:24:43.573,yes,,,,,0.1.0,0.1.0,text,1.0,['cardboard'],['cardboard']
300721,phone books,2020-11-16 15:24:43.573,yes,,,,,0.1.0,0.1.0,text,2.0,['phone books'],"['phone', 'books']"
300722,newspaper and inserts,2020-11-16 15:24:43.573,yes,,,,,0.1.0,0.1.0,text,2.0,['newspaper and inserts'],"['newspaper', 'inserts']"
300723,office paper,2020-11-16 15:24:43.573,yes,,,,,0.1.0,0.1.0,text,2.0,['office paper'],"['office', 'paper']"
300724,junk mail,2020-11-16 15:24:43.573,yes,,,,,0.1.0,0.1.0,text,2.0,['junk mail'],"['junk', 'mail']"
300725,envelopes,2020-11-16 15:24:43.573,yes,,,,,0.1.0,0.1.0,text,1.0,['envelopes'],['envelopes']
300726,magazines,2020-11-16 15:24:43.573,yes,,,,,0.1.0,0.1.0,text,1.0,['magazines'],['magazines']
300858,pie plates and foil,2020-11-16 15:24:48.727,yes,,,,,0.1.0,0.1.0,text,3.0,['pie plates and foil'],"['pie', 'plates', 'foil']"
300859,"clear, brown and green glass containers",2020-11-16 15:24:48.727,yes,,,,,0.1.0,0.1.0,text,5.0,"['clear', ' brown and green glass containers']","['clear', 'brown', 'green', 'glass', 'containers']"
300860,milk cartons,2020-11-16 15:24:48.727,yes,,,,,0.1.0,0.1.0,text,2.0,['milk cartons'],"['milk', 'cartons']"
300861,"juice cartons, and drink boxes",2020-11-16 15:24:48.727,yes,,,,,0.1.0,0.1.0,text,4.0,"['juice cartons', ' and drink boxes']","['juice', 'cartons', 'drink', 'boxes']"
300862,plastic containers with the one through seven recycling code on them,2020-11-16 15:24:48.727,yes,,,,,0.1.0,0.1.0,text,5.0,['plastic containers with the one through seven recycling code on them'],"['plastic', 'containers', 'seven', 'recycling', 'code']"
300863,brown paper grocery bags,2020-11-16 15:24:48.727,yes,,,,,0.1.0,0.1.0,text,4.0,['brown paper grocery bags'],"['brown', 'paper', 'grocery', 'bags']"
300864,newspapers,2020-11-16 15:24:48.727,yes,,,,,0.1.0,0.1.0,text,1.0,['newspapers'],['newspapers']
300865,magazines,2020-11-16 15:24:48.727,yes,,,,,0.1.0,0.1.0,text,1.0,['magazines'],['magazines']
300866,catalogs,2020-11-16 15:24:48.727,yes,,,,,0.1.0,0.1.0,text,1.0,['catalogs'],['catalogs']
300867,"and ,  clean corrugated boxes
 - with no lids",2020-11-16 15:24:48.727,yes,,,,,0.1.0,0.1.0,text,4.0,"['and ', '  clean corrugated boxes', '   with no lids']","['clean', 'corrugated', 'boxes', 'lids']"
300868,No text - category selected manually,2020-11-16 15:24:48.727,yes,,,,,0.1.0,0.1.0,checkbox,,,
300900,junk mail,2020-11-16 15:24:49.683,yes,,,,,0.1.0,0.1.0,text,2.0,['junk mail'],"['junk', 'mail']"
300901,envelopes,2020-11-16 15:24:49.683,yes,,,,,0.1.0,0.1.0,text,1.0,['envelopes'],['envelopes']
300902,magazines,2020-11-16 15:24:49.683,yes,,,,,0.1.0,0.1.0,text,1.0,['magazines'],['magazines']
301015,cardboard,2020-11-16 15:24:54.733,yes,,,,,0.1.0,0.1.0,text,1.0,['cardboard'],['cardboard']
314657,No text - category selected manually,2020-11-16 15:33:41.340,yes,,,,,0.1.0,0.1.0,checkbox,,,
314658,No text - category selected manually,2020-11-16 15:33:41.340,yes,,,,,0.1.0,0.1.0,checkbox,,,
301016,phone books,2020-11-16 15:24:54.733,yes,,,,,0.1.0,0.1.0,text,2.0,['phone books'],"['phone', 'books']"
301017,newspaper,2020-11-16 15:24:54.733,yes,,,,,0.1.0,0.1.0,text,1.0,['newspaper'],['newspaper']
301018,frozen food boxes,2020-11-16 15:24:54.733,yes,,,,,0.1.0,0.1.0,text,3.0,['frozen food boxes'],"['frozen', 'food', 'boxes']"
301019,file folders,2020-11-16 15:24:54.733,yes,,,,,0.1.0,0.1.0,text,2.0,['file folders'],"['file', 'folders']"
301020,envelopes,2020-11-16 15:24:54.733,yes,,,,,0.1.0,0.1.0,text,1.0,['envelopes'],['envelopes']
301021,magazines,2020-11-16 15:24:54.733,yes,,,,,0.1.0,0.1.0,text,1.0,['magazines'],['magazines']
301022,"boxes (flattened)   milk and  poster board 
paper brochures    paper 
 pots, pans, tins and utensils .
glass on the side",2020-11-16 15:24:54.733,yes,,,,,0.1.0,0.1.0,text,13.0,"['boxes  flattened    milk and  poster board ', 'paper brochures    paper ', ' pots', ' pans', ' tins and utensils  ', 'glass on the side']","['boxes', 'flattened', 'milk', 'poster', 'board', 'paper', 'brochures', 'paper', 'pots', 'pans', 'tins', 'utensils', 'glass']"
301023,No text - category selected manually,2020-11-16 15:24:54.733,yes,,,,,0.1.0,0.1.0,checkbox,,,
301024,No text - category selected manually,2020-11-16 15:24:54.733,yes,,,,,0.1.0,0.1.0,checkbox,,,
301025,No text - category selected manually,2020-11-16 15:24:54.733,yes,,,,,0.1.0,0.1.0,checkbox,,,
301026,No text - category selected manually,2020-11-16 15:24:54.733,yes,,,,,0.1.0,0.1.0,checkbox,,,
301027,No text - category selected manually,2020-11-16 15:24:54.733,yes,,,,,0.1.0,0.1.0,checkbox,,,
301028,No text - category selected manually,2020-11-16 15:24:54.733,yes,,,,,0.1.0,0.1.0,checkbox,,,
301029,No text - category selected manually,2020-11-16 15:24:54.733,yes,,,,,0.1.0,0.1.0,checkbox,,,
301030,No text - category selected manually,2020-11-16 15:24:54.733,yes,,,,,0.1.0,0.1.0,checkbox,,,
301031,No text - category selected manually,2020-11-16 15:24:54.733,yes,,,,,0.1.0,0.1.0,checkbox,,,
280517,"#1 and #2 plastic bottles, oil, antifreeze",2020-11-09 13:06:53.920,yes,,,,,0.1.0,0.1.0,text,4.0,"['   and    plastic bottles', ' oil', ' antifreeze']","['plastic', 'bottles', 'oil', 'antifreeze']"
280547,"egg cartons (plastic)
milk jugs
(hdpe)
plastic #3 (pvc)
plastic #4 (ldpe)
plastic #5 (polypropylene)
plastic #7 (other)

plastic cups

rigid plastic #6 (polystyrene)
yogurt cups
construction paper
egg cartons (paper)
,
gift boxes
hanging , & ,
manila folders

,

paper towel & toilet paper rolls
,

posters
sticky notes




license plates

construction paper
posters
license plates
paper towel & toilet paper rolls

egg cartons (paper)
egg cartons (plastic)


milk jugs
gift boxes",2020-11-09 13:06:56.240,yes,,,,,0.1.0,0.1.0,text,60.0,"['egg cartons  plastic ', 'milk jugs', ' hdpe ', 'plastic     pvc ', 'plastic     ldpe ', 'plastic     polypropylene ', 'plastic     other ', 'plastic cups', 'rigid plastic     polystyrene ', 'yogurt cups', 'construction paper', 'egg cartons  paper ', 'gift boxes', 'hanging ', '   ', 'manila folders', 'paper towel   toilet paper rolls', 'posters', 'sticky notes', 'license plates', 'construction paper', 'posters', 'license plates', 'paper towel   toilet paper rolls', 'egg cartons  paper ', 'egg cartons  plastic ', 'milk jugs', 'gift boxes']","['egg', 'cartons', 'plastic', 'milk', 'jugs', 'hdpe', 'plastic', 'pvc', 'plastic', 'ldpe', 'plastic', 'polypropylene', 'plastic', 'plastic', 'cups', 'rigid', 'plastic', 'polystyrene', 'yogurt', 'cups', 'construction', 'paper', 'egg', 'cartons', 'paper', 'gift', 'boxes', 'hanging', 'manila', 'folders', 'paper', 'towel', 'toilet', 'paper', 'rolls', 'posters', 'sticky', 'notes', 'license', 'plates', 'construction', 'paper', 'posters', 'license', 'plates', 'paper', 'towel', 'toilet', 'paper', 'rolls', 'egg', 'cartons', 'paper', 'egg', 'cartons', 'plastic', 'milk', 'jugs', 'gift', 'boxes']"
280649,No text - category selected manually,2020-11-09 13:15:43.023,yes,,,,,0.1.0,0.1.0,checkbox,,,
280800,pizza boxes,2020-11-09 14:05:48.330,no,,,,,0.1.0,0.1.0,text,2.0,['pizza boxes'],"['pizza', 'boxes']"
281031,catalogs,2020-11-09 14:05:57.033,yes,,,,,0.1.0,0.1.0,text,1.0,['catalogs'],['catalogs']
300344,"glass (bottles and containers only): brown, clear and green",2020-11-16 15:24:26.687,yes,,,,,0.1.0,0.1.0,text,6.0,"['glass  bottles and containers only ', ' brown', ' clear and green']","['glass', 'bottles', 'containers', 'brown', 'clear', 'green']"
300345,plastic bottles,2020-11-16 15:24:26.687,yes,,,,,0.1.0,0.1.0,text,2.0,['plastic bottles'],"['plastic', 'bottles']"
306878,No text - category selected manually,2020-11-16 15:28:49.623,yes,,,,,0.1.0,0.1.0,checkbox,,,
306879,No text - category selected manually,2020-11-16 15:28:49.623,yes,,,,,0.1.0,0.1.0,checkbox,,,
280817,"glass bottles
jars",2020-11-09 14:05:49.260,yes,,,,,0.1.0,0.1.0,text,3.0,"['glass bottles', 'jars']","['glass', 'bottles', 'jars']"
281002,glass,2020-11-09 14:05:55.720,no,,,,,0.1.0,0.1.0,text,1.0,['glass'],['glass']
300541,"beverage containers, milk/juice cartons and drink boxes (rinsed out)
• Aluminum and steel – food and beverage containers",2020-11-16 15:24:35.087,yes,,,,,0.1.0,0.1.0,text,13.0,"['beverage containers', ' milk juice cartons and drink boxes  rinsed out ', '  aluminum and steel   food and beverage containers']","['beverage', 'containers', 'milk', 'juice', 'cartons', 'drink', 'boxes', 'rinsed', 'aluminum', 'steel', 'food', 'beverage', 'containers']"
300542,"plastic containers (narrow necks only) such as bottles, as well as milk, water, detergent and shampoo containers (rinsed out)",2020-11-16 15:24:35.087,yes,,,,,0.1.0,0.1.0,text,11.0,"['plastic containers  narrow necks only  such as bottles', ' as well as milk', ' water', ' detergent and shampoo containers  rinsed out ']","['plastic', 'containers', 'narrow', 'necks', 'bottles', 'milk', 'water', 'detergent', 'shampoo', 'containers', 'rinsed']"
300543,soda cartons,2020-11-16 15:24:35.087,yes,,,,,0.1.0,0.1.0,text,2.0,['soda cartons'],"['soda', 'cartons']"
281086,empty aerosol,2020-11-09 14:05:59.743,no,,,,,0.1.0,0.1.0,text,1.0,['empty aerosol'],['aerosol']
300313,phone books,2020-11-16 15:24:25.920,yes,,,,,0.1.0,0.1.0,text,2.0,['phone books'],"['phone', 'books']"
300314,paper bags,2020-11-16 15:24:25.920,yes,,,,,0.1.0,0.1.0,text,2.0,['paper bags'],"['paper', 'bags']"
300315,newspapers,2020-11-16 15:24:25.920,yes,,,,,0.1.0,0.1.0,text,1.0,['newspapers'],['newspapers']
310645,cardboard,2020-11-16 15:31:10.947,yes,,,,,0.1.0,0.1.0,text,1.0,['cardboard'],['cardboard']
310646,paper  recyclable,2020-11-16 15:31:10.947,yes,,,,,0.1.0,0.1.0,text,2.0,['paper  recyclable'],"['paper', 'recyclable']"
300621,magazines,2020-11-16 15:24:37.520,yes,,,,,0.1.0,0.1.0,text,1.0,['magazines'],['magazines']
300622,catalogs,2020-11-16 15:24:37.520,yes,,,,,0.1.0,0.1.0,text,1.0,['catalogs'],['catalogs']
300623,"food and beverage cartons
rinse and leave on caps
milk
juice
soup and broth
wine
paper
mail, office and school papers (not shredded)
 and 


 (no hard covers)
boxes: cereal, crackers, pasta, cake mixes, pop, beer, toothpaste and other toiletries, medications, and shoes
plastic  rinse and leave on caps and lids
: water, soda, milk, juice, ketchup, salad dressing, dish soap, detergent, shampoo, soap, and lotion
cups: yogurt, pudding, and fruit cups, clear disposable drinking cups",2020-11-16 15:24:37.520,yes,,,,,0.1.0,0.1.0,text,58.0,"['food and beverage cartons', 'rinse and leave on caps', 'milk', 'juice', 'soup and broth', 'wine', 'paper', 'mail', ' office and school papers  not shredded ', ' and ', '  no hard covers ', 'boxes', ' cereal', ' crackers', ' pasta', ' cake mixes', ' pop', ' beer', ' toothpaste and other toiletries', ' medications', ' and shoes', 'plastic  rinse and leave on caps and lids', ' water', ' soda', ' milk', ' juice', ' ketchup', ' salad dressing', ' dish soap', ' detergent', ' shampoo', ' soap', ' and lotion', 'cups', ' yogurt', ' pudding', ' and fruit cups', ' clear disposable drinking cups']","['food', 'beverage', 'cartons', 'rinse', 'leave', 'caps', 'milk', 'juice', 'soup', 'broth', 'wine', 'paper', 'mail', 'office', 'school', 'papers', 'shredded', 'hard', 'covers', 'boxes', 'cereal', 'crackers', 'pasta', 'cake', 'mixes', 'pop', 'beer', 'toothpaste', 'toiletries', 'medications', 'shoes', 'plastic', 'rinse', 'leave', 'caps', 'lids', 'water', 'soda', 'milk', 'juice', 'ketchup', 'salad', 'dressing', 'dish', 'soap', 'detergent', 'shampoo', 'soap', 'lotion', 'cups', 'yogurt', 'pudding', 'fruit', 'cups', 'clear', 'disposable', 'drinking', 'cups']"
300727,"home  products (fax sheets, typing paper, receipts, )",2020-11-16 15:24:43.573,yes,,,,,0.1.0,0.1.0,text,7.0,"['home  products  fax sheets', ' typing paper', ' receipts']","['home', 'products', 'fax', 'sheets', 'typing', 'paper', 'receipts']"
300728,Scrap metal,2020-11-16 15:24:44.213,yes,,,,,0.1.0,0.1.0,text,2.0,['scrap metal'],"['scrap', 'metal']"
312428,No text - category selected manually,2020-11-16 15:32:16.690,yes,,,,,0.1.0,0.1.0,checkbox,,,
312429,No text - category selected manually,2020-11-16 15:32:16.690,yes,,,,,0.1.0,0.1.0,checkbox,,,
300903,catalogs,2020-11-16 15:24:49.683,yes,,,,,0.1.0,0.1.0,text,1.0,['catalogs'],['catalogs']
300904,"paper
beverage carriers
blueprints
booklets
brochures and flyers
church bulletins
construction paper
cracker/
folders
greeting cards
index cards
instruction manuals

 and 
manilla 
milk and 


paper plates
paper towel tubes



soft back books
sprial notebooks
tissue paper
gift bags

butter tubs
carryout containers
condiment bottles
contact solution bottles
deodorant tubes
frozen food trays
garden planter containers
laundry baskets
laundry detergent bottles
milk crates
plastic buckets
plastic hangars
produce containers
salad dressing bottles
shampoo bottles
soda 
solo cups
storage totes
tupperware
water bottles
yogurt containers

coffee cans
disposable 
jar lids
metal hangars
pet 
pots and pans
soda and beer cans
soup cans
tuna cans
wire baskets
fruit and vegetables trays",2020-11-16 15:24:49.683,yes,,,,,0.1.0,0.1.0,text,101.0,"['paper', 'beverage carriers', 'blueprints', 'booklets', 'brochures and flyers', 'church bulletins', 'construction paper', 'cracker ', 'folders', 'greeting cards', 'index cards', 'instruction manuals', ' and ', 'manilla ', 'milk and ', 'paper plates', 'paper towel tubes', 'soft back books', 'sprial notebooks', 'tissue paper', 'gift bags', 'butter tubs', 'carryout containers', 'condiment bottles', 'contact solution bottles', 'deodorant tubes', 'frozen food trays', 'garden planter containers', 'laundry baskets', 'laundry detergent bottles', 'milk crates', 'plastic buckets', 'plastic hangars', 'produce containers', 'salad dressing bottles', 'shampoo bottles', 'soda ', 'solo cups', 'storage totes', 'tupperware', 'water bottles', 'yogurt containers', 'coffee cans', 'disposable ', 'jar lids', 'metal hangars', 'pet ', 'pots and pans', 'soda and beer cans', 'soup cans', 'tuna cans', 'wire baskets', 'fruit and vegetables trays']","['paper', 'beverage', 'carriers', 'blueprints', 'booklets', 'brochures', 'flyers', 'church', 'bulletins', 'construction', 'paper', 'cracker', 'folders', 'greeting', 'cards', 'index', 'cards', 'instruction', 'manuals', 'manilla', 'milk', 'paper', 'plates', 'paper', 'towel', 'tubes', 'soft', 'books', 'sprial', 'notebooks', 'tissue', 'paper', 'gift', 'bags', 'butter', 'tubs', 'carryout', 'containers', 'condiment', 'bottles', 'contact', 'solution', 'bottles', 'deodorant', 'tubes', 'frozen', 'food', 'trays', 'garden', 'planter', 'containers', 'laundry', 'baskets', 'laundry', 'detergent', 'bottles', 'milk', 'crates', 'plastic', 'buckets', 'plastic', 'hangars', 'produce', 'containers', 'salad', 'dressing', 'bottles', 'shampoo', 'bottles', 'soda', 'solo', 'cups', 'storage', 'totes', 'tupperware', 'water', 'bottles', 'yogurt', 'containers', 'coffee', 'cans', 'disposable', 'jar', 'lids', 'metal', 'hangars', 'pet', 'pots', 'pans', 'soda', 'beer', 'cans', 'soup', 'cans', 'tuna', 'cans', 'wire', 'baskets', 'fruit', 'vegetables', 'trays']"
300905,aluminum cans,2020-11-16 15:24:50.063,yes,,,,,0.1.0,0.1.0,text,2.0,['aluminum cans'],"['aluminum', 'cans']"
300906,metal cans,2020-11-16 15:24:50.063,yes,,,,,0.1.0,0.1.0,text,2.0,['metal cans'],"['metal', 'cans']"
300907,plastic #1 – #7,2020-11-16 15:24:50.063,yes,,,,,0.1.0,0.1.0,text,1.0,['plastic        '],['plastic']
300908,"cardboard (flattened, bundled & placed on the curb)",2020-11-16 15:24:50.063,yes,,,,,0.1.0,0.1.0,text,5.0,"['cardboard  flattened', ' bundled   placed on the curb ']","['cardboard', 'flattened', 'bundled', 'placed', 'curb']"
300923,"- 


       



plastics 	
codes 1 through 7 must be stamped on item	 	
    
boxboard

	 	
aluminum
steel",2020-11-16 15:24:50.490,yes,,,,,0.1.0,0.1.0,text,7.0,"['       ', 'plastics ', 'codes   through   must be stamped on item', '    ', 'boxboard', 'aluminum', 'steel']","['plastics', 'codes', 'stamped', 'item', 'boxboard', 'aluminum', 'steel']"
301041,milk cartons,2020-11-16 15:24:57.453,yes,,,,,0.1.0,0.1.0,text,2.0,['milk cartons'],"['milk', 'cartons']"
301042,juice boxes,2020-11-16 15:24:57.453,yes,,,,,0.1.0,0.1.0,text,2.0,['juice boxes'],"['juice', 'boxes']"
301043,plastic containers marked with a 1 through 7,2020-11-16 15:24:57.453,yes,,,,,0.1.0,0.1.0,text,3.0,['plastic containers marked with a   through  '],"['plastic', 'containers', 'marked']"
301044,"plastic containers
    recycle all",2020-11-16 15:24:57.453,yes,,,,,0.1.0,0.1.0,text,3.0,"['plastic containers', '    recycle all']","['plastic', 'containers', 'recycle']"
301045,cardboard,2020-11-16 15:24:57.453,yes,,,,,0.1.0,0.1.0,text,1.0,['cardboard'],['cardboard']
314659,No text - category selected manually,2020-11-16 15:33:42.833,yes,,,,,0.1.0,0.1.0,checkbox,,,
314660,No text - category selected manually,2020-11-16 15:33:42.833,yes,,,,,0.1.0,0.1.0,checkbox,,,
301158,aluminum foil,2020-11-16 15:25:02.730,yes,,,,,0.1.0,0.1.0,text,2.0,['aluminum foil'],"['aluminum', 'foil']"
301159,glass bottles and jars,2020-11-16 15:25:02.730,yes,,,,,0.1.0,0.1.0,text,3.0,['glass bottles and jars'],"['glass', 'bottles', 'jars']"
301160,"juice cartons
    coated and non-coated frozen food boxes",2020-11-16 15:25:02.730,yes,,,,,0.1.0,0.1.0,text,8.0,"['juice cartons', '    coated and non coated frozen food boxes']","['juice', 'cartons', 'coated', 'non', 'coated', 'frozen', 'food', 'boxes']"
317220,No text - category selected manually,2020-11-16 15:35:26.873,yes,,,,,0.1.0,0.1.0,checkbox,,,
301193,beverage cans,2020-11-16 15:25:04.283,yes,,,,,0.1.0,0.1.0,text,2.0,['beverage cans'],"['beverage', 'cans']"
301194,juice boxes,2020-11-16 15:25:04.283,yes,,,,,0.1.0,0.1.0,text,2.0,['juice boxes'],"['juice', 'boxes']"
301195,milk cartons,2020-11-16 15:25:04.283,yes,,,,,0.1.0,0.1.0,text,2.0,['milk cartons'],"['milk', 'cartons']"
